created_at,text
Apr 25,"['Went', 'to', '@CarlsJr', 'Odered', 'at', 'register.', 'Staff', 'kept', 'serving', 'cars', 'while', '7', 'of', 'us', '+', '2EMTs', 'were', 'waiting', 'inside.', 'Staff', 'admit…', 'https://t.co/mjN30HgcnK']"
Apr 25,"['Nom', 'nom', '😋', '(at', '@CarlsJr.', '/', 'Green', 'Burrito', 'in', 'Tucson,', 'AZ)', 'https://t.co/1ATuGHjJmV']"
Apr 25,"['Yo,', 'ahorita', 'que', 'acabo', 'de', 'cenar', 'CarlsJr', 'https://t.co/6mI9xAP9hC']"
Apr 25,"['@CompetitiveAg', '@FamilyVideo', 'Hey', 'don’t', 'get', 'me', 'wrong', '-', 'if', 'I', 'was', 'in', '#ColorfulColorado', 'last', 'week,', 'I’d', 'definitely', 'have', 'b…', 'https://t.co/82XkwCN7Pk']"
Apr 25,"['@cybplaysgames', '@CarlsJr', 'Double', 'Western', 'Bacon', 'Cheeseburger']"
Apr 25,"['RT', '@CarlsJrID:', 'Are', 'you', 'Tony,', 'Peter,', 'Bruce,', 'Steve,', 'Natalia,', 'Carol', 'or', 'Edwin?', 'If', 'yes', 'visit', 'us', 'now', 'and', 'show', 'your', 'valid', 'ID', 'Card', 'to', 'enjoy', 'Hawaiia…']"
Apr 25,"['@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco', '@yankeestadium', 'Have', 'you', 'even', 't…', 'https://t.co/BciK3YnPWx']"
Apr 25,"['RT', '@CarlsJrID:', 'Are', 'you', 'Tony,', 'Peter,', 'Bruce,', 'Steve,', 'Natalia,', 'Carol', 'or', 'Edwin?', 'If', 'yes', 'visit', 'us', 'now', 'and', 'show', 'your', 'valid', 'ID', 'Card', 'to', 'enjoy', 'Hawaiia…']"
Apr 25,"['@jtankoharmeyer', 'I', 'have', 'had', '3', 'jobs.', '@BurgerKing', '@CarlsJr', 'and', 'the', '@USArmy']"
Apr 25,"['i', 'don’t', 'know', 'how', 'many', 'times', 'i', 'had', 'to', 'say', 'no', 'bbq', 'on', 'my', 'burger', '&amp;', 'y’all', 'still', 'had', 'to', 'put', 'bbq', 'sauce', 'on', 'my', 'burger🤦🏻\u200d♀️', '@CarlsJr']"
Apr 25,"['@brittrock80', '@CarlsJr', 'To', 'spite', 'the', 'Green', 'Burrito?']"
Apr 25,"['@tfalcone68', '@LeilaniMunter', '@GerberKawasaki', '@BeyondMeat', '@TGIFridays', '@CarlsJr', '@AWRootBeer', '@DelTaco', '@yankeestadium', 'Not…', 'https://t.co/1pLIo2ZxdX']"
Apr 25,"['5', 'jobs', 'before', 'graduating', 'college:', '1)', '@CarlsJr', 'drive-thru', '2)', '@asij', 'School', 'Bus', 'Monitor', '3)', 'Ice/Food', 'runner,…', 'https://t.co/ZZX8EEqzw1']"
Apr 25,"['RT', '@CarlsJrID:', 'Are', 'you', 'Tony,', 'Peter,', 'Bruce,', 'Steve,', 'Natalia,', 'Carol', 'or', 'Edwin?', 'If', 'yes', 'visit', 'us', 'now', 'and', 'show', 'your', 'valid', 'ID', 'Card', 'to', 'enjoy', 'Hawaiia…']"
Apr 25,"['@utromchrell', '@CarlsJr', 'It', 'makes', 'me', 'really', 'sad', 'because', 'I', 'actually', 'liked', 'their', 'burgers,', 'but', 'they', 'don""t', 'seem', 'to', 'be', 'doin…', 'https://t.co/WwXrLYj7Xd']"
Apr 25,"['@StaceyPrussman', '@CarlsJr', 'Yuck.', 'You', 'gotta', 'eat', 'it', 'straight', 'out', 'the', 'cow.', 'That’s', 'only', 'way', 'you', 'can', 'call', 'it', 'a', 'burger']"
Apr 25,"['@killaCam_07', 'roadtrip?', 'https://t.co/5LKYv8hKHb']"
Apr 24,"['@areeahnaa', '@CarlsJr', 'Same', 'here.', 'Almost', 'all', 'the', 'ones', 'in', 'DFW', 'are', 'gone.', 'Rockwall', 'still', 'here,', 'Hutchins', 'too,', 'Polk', 'Street…', 'https://t.co/o4PZVRkmmj']"
Apr 24,"['@CarlsJr', 'donde', 'esta', 'el', 'milkshake', 'de', 'luis', 'angel']"
Apr 24,"['I""m', 'at', '@CarlsJr.', 'in', 'Brigham', 'City,', 'UT', 'https://t.co/q40FGhiZn1']"
Apr 24,"['@emmslara', 'Ya', 'había', 'escuchado', 'de', 'eso', 'pero', 'me', 'encanta', 'la', 'malteada', 'de', 'vainilla', 'del', '@CarlsJr']"
Apr 24,"['Love', 'me', 'some', '#Carlsjr']"
